,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2419,19.6,Low Fat,3.1879391616336314,Household,88.8514,OUT013,1987,High,Tier 3,Supermarket Type1,7.661637004728487
2420,17.75,Low Fat,3.359688634210686,Dairy,248.275,OUT035,2004,Small,Tier 2,Supermarket Type1,6.906454433249089
2421,12.35,Low Fat,2.3704185939536653,Snack Foods,119.1124,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.209004800936018
2422,14.35,Low Fat,4.073096039560139,Health and Hygiene,109.8228,OUT013,1987,High,Tier 3,Supermarket Type1,7.649660813681771
2423,6.365,Low Fat,4.911262152040032,Frozen Foods,63.2536,OUT045,2002,High,Tier 2,Supermarket Type1,7.110754896761819
2424,11.94125,Low Fat,4.234670505615937,Soft Drinks,143.9102,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.026828213698712
2425,11.94125,Regular,4.4280971285017,Canned,184.7924,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.39890899019737
2426,14.75,Low Fat,3.415408604436135,Health and Hygiene,238.6906,OUT013,1987,High,Tier 3,Supermarket Type1,8.361341585834591
2427,12.15,Low Fat,4.167898770808097,Frozen Foods,211.9928,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.447588548413809
2428,6.59,Low Fat,3.6434017414881485,Household,121.5098,OUT013,1987,High,Tier 3,Supermarket Type1,6.401168989858713
2429,12.6,Regular,2.6047659263415874,Dairy,255.6356,OUT046,1997,Small,Tier 1,Supermarket Type1,7.936549927563734
2430,11.94125,Low Fat,2.4493186461721415,Fruits and Vegetables,149.8734,OUT019,1985,Small,Tier 1,Grocery Store,6.099018106287016
2431,11.94125,Low Fat,3.2246846635514497,Others,83.9908,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.761720463285469
2432,11.94125,Regular,4.138292311828811,Breads,47.7402,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.588540666449609
2433,11.94125,Regular,2.501004824887749,Frozen Foods,59.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.225635172760241
2434,7.325,Low Fat,2.371852988010787,Fruits and Vegetables,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,7.604257425345228
2435,11.94125,Low Fat,1.943517291224471,Breads,175.837,OUT019,1985,Small,Tier 1,Grocery Store,5.866111052704955
2436,15.1,Regular,3.9137655728171867,Frozen Foods,130.531,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.812143753777848
2437,11.94125,Regular,2.1532276222615936,Baking Goods,164.121,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.705410169347738
2438,8.51,reg,2.5467086817297773,Snack Foods,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,7.229503649538161
2439,11.94125,Low Fat,1.436950620562558,Fruits and Vegetables,170.2106,OUT019,1985,Small,Tier 1,Grocery Store,5.142310131054007
2440,20.35,Regular,3.470464794403537,Dairy,257.2672,OUT017,2007,Small,Tier 2,Supermarket Type1,7.62331814042635
2441,17.85,Low Fat,4.011985947563314,Health and Hygiene,96.9094,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.1951360060339535
2442,18.25,Low Fat,2.550518181595674,Snack Foods,258.4962,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.954708662575604
2443,17.6,Low Fat,2.497827039703219,Health and Hygiene,160.492,OUT013,1987,High,Tier 3,Supermarket Type1,7.153314511180615
2444,10.895,Low Fat,3.6163668481661113,Frozen Foods,106.428,OUT046,1997,Small,Tier 1,Supermarket Type1,7.307465191007873
2445,11.85,Low Fat,1.5047925729538014,Dairy,99.6726,OUT010,1998,Small,Tier 3,Grocery Store,5.276813813497469
2446,11.94125,Low Fat,1.9477836459551505,Household,35.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.37315595363104
2447,14.1,Low Fat,2.069150793527687,Fruits and Vegetables,88.6198,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.033380726821476
2448,15.15,Regular,4.401333335361993,Snack Foods,131.7284,OUT035,2004,Small,Tier 2,Supermarket Type1,7.078725654189542
2449,17.25,Low Fat,2.8354777458799947,Dairy,91.612,OUT010,1998,Small,Tier 3,Grocery Store,4.534876468768092
2450,17.6,Low Fat,3.9642463110895165,Health and Hygiene,237.059,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.950258485422204
2451,14.6,Low Fat,2.82337432236798,Household,179.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,8.194768386008777
2452,10.1,Low Fat,3.6097258554268326,Meat,76.467,OUT035,2004,Small,Tier 2,Supermarket Type1,7.473660390451188
2453,10.5,Low Fat,2.641638526038359,Frozen Foods,119.2098,OUT035,2004,Small,Tier 2,Supermarket Type1,7.189626350222984
2454,12.6,Low Fat,4.898863087330905,Household,186.9556,OUT035,2004,Small,Tier 2,Supermarket Type1,8.279663554820324
2455,18.7,Low Fat,3.077196743118809,Health and Hygiene,153.6682,OUT046,1997,Small,Tier 1,Supermarket Type1,8.162450265642176
2456,5.985,LF,2.3414760781135904,Frozen Foods,127.1678,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.177711984380622
2457,12.1,Low Fat,2.163918881147165,Baking Goods,221.4114,OUT046,1997,Small,Tier 1,Supermarket Type1,8.536870752068381
2458,13.0,Regular,2.4811889769055124,Canned,196.0426,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.851915542423024
2459,19.2,Regular,3.7737712462841264,Fruits and Vegetables,181.695,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.849062473440617
2460,5.78,Low Fat,4.227790198523802,Soft Drinks,146.3102,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.690355977077498
2461,7.17,Regular,2.818143080081799,Fruits and Vegetables,130.9968,OUT035,2004,Small,Tier 2,Supermarket Type1,7.761720463285469
2462,20.85,Regular,2.777006803604032,Baking Goods,88.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,7.428022153546982
2463,18.75,Low Fat,3.370842187886685,Household,215.7218,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.360407442842794
2464,7.5,Low Fat,2.9816569374926916,Canned,123.4072,OUT013,1987,High,Tier 3,Supermarket Type1,8.066266341789255
2465,10.395,Regular,3.2979791801213993,Meat,230.5352,OUT045,2002,High,Tier 2,Supermarket Type1,8.429607977086176
2466,12.8,Regular,3.7494385755755664,Meat,223.5404,OUT046,1997,Small,Tier 1,Supermarket Type1,7.495721483321642
2467,11.65,Regular,2.8356229758885525,Baking Goods,170.4422,OUT013,1987,High,Tier 3,Supermarket Type1,6.248674396526435
2468,20.2,Low Fat,2.7375591179880496,Snack Foods,258.0646,OUT017,2007,High,Tier 2,Supermarket Type1,8.642701192546886
2470,8.71,Regular,2.1138387941258805,Canned,186.5924,OUT010,1998,High,Tier 3,Grocery Store,6.319467448517535
2471,8.31,Regular,2.1549242380263096,Snack Foods,177.3028,OUT045,2002,High,Tier 2,Supermarket Type1,7.5746256277388575
2472,19.0,Regular,2.2085689318890807,Fruits and Vegetables,188.8214,OUT010,1998,High,Tier 3,Grocery Store,5.238680943802025
2473,7.5,Low Fat,2.9787984435992017,Canned,121.7072,OUT045,2002,High,Tier 2,Supermarket Type1,5.906782092435883
2474,6.525,Low Fat,2.404665350142847,Household,84.6882,OUT046,1997,Small,Tier 1,Supermarket Type1,6.398956599575773
2475,11.94125,Low Fat,3.5375482423968654,Frozen Foods,122.0098,OUT019,1985,Small,Tier 1,Grocery Store,5.890343366092723
2476,11.94125,Low Fat,3.6204886625073724,Household,77.0354,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.754609069356274
2477,6.985,Regular,1.9835464275284214,Meat,182.8608,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.304677365234253
2478,11.3,Low Fat,2.7058042501393413,Household,192.2478,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.212467462385593
2479,6.115,Regular,4.4404374088603715,Soft Drinks,189.053,OUT010,1998,Medium,Tier 3,Grocery Store,6.855161138861538
2480,9.5,Regular,3.29895363107435,Meat,194.2452,OUT010,1998,Medium,Tier 3,Grocery Store,6.66310817461736
2481,15.7,Low Fat,2.097667518303159,Canned,134.2942,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.083763448219499
2482,16.0,Low Fat,2.408264637313882,Dairy,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,7.439432861656213
2483,13.1,Regular,2.3107484023217313,Frozen Foods,198.7768,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.05618222272263
2485,16.85,low fat,3.307816006260213,Snack Foods,90.6488,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.451799080950153
2486,11.94125,Low Fat,3.1743512453833653,Soft Drinks,107.628,OUT019,1985,Small,Tier 1,Grocery Store,5.36155504195256
2487,14.85,Regular,4.096217034204079,Snack Foods,157.563,OUT010,1998,Small,Tier 3,Grocery Store,5.745966740862892
2488,18.2,Low Fat,2.407011622730323,Fruits and Vegetables,197.211,OUT045,2002,Small,Tier 2,Supermarket Type1,8.052798124738388
2489,11.0,Low Fat,4.714935388050001,Meat,119.1756,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.436298062850842
2490,21.1,Regular,1.8175789722710367,Fruits and Vegetables,64.9168,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.46016733062067
2491,15.2,Low Fat,2.878164265458821,Household,110.7912,OUT010,1998,Medium,Tier 3,Grocery Store,4.693100473982986
2492,11.94125,Low Fat,2.6380777595507117,Hard Drinks,37.7506,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.680807751716761
2493,9.06,Low Fat,4.626243986883194,Others,213.256,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.452597495310876
2494,11.5,Low Fat,2.6197524830540995,Fruits and Vegetables,191.253,OUT013,1987,High,Tier 3,Supermarket Type1,8.01831194866722
2495,11.15,Low Fat,2.6124543439257333,Others,66.8142,OUT035,2004,Small,Tier 2,Supermarket Type1,7.771872834749487
2496,13.5,Regular,2.688099805312567,Dairy,57.2562,OUT045,2002,Small,Tier 2,Supermarket Type1,6.646819773352464
2497,15.1,Regular,2.4371814753760375,Fruits and Vegetables,221.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,6.496981303743386
2498,8.3,Regular,3.499972031819476,Baking Goods,98.2384,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.6814887732812185
2499,14.15,Regular,3.7114318176721035,Fruits and Vegetables,196.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.919266732113866
2500,11.94125,Low Fat,3.3981120661467896,Household,107.3912,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.02530498415819
2501,8.365,Regular,3.2227726827659153,Fruits and Vegetables,190.1188,OUT046,1997,Small,Tier 1,Supermarket Type1,7.551810949972686
2502,11.85,Regular,2.8858913240469617,Baking Goods,53.0666,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.239624561006517
2503,19.6,Low Fat,3.0388776734246314,Health and Hygiene,42.277,OUT035,2004,Small,Tier 2,Supermarket Type1,6.406678645669683
2504,19.0,Regular,2.7221089082376975,Fruits and Vegetables,189.6214,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.946731144904235
2505,18.25,Low Fat,2.5758422269347077,Snack Foods,212.9218,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.255046927184969
2506,19.85,Regular,3.867594338776195,Snack Foods,63.5194,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.323058116648263
2507,12.85,Low Fat,3.484182601782331,Starchy Foods,251.704,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.172462628494477
2508,11.94125,Low Fat,2.194794679929558,Frozen Foods,106.7622,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.994342758554223
2509,19.6,Low Fat,3.225437480522097,Snack Foods,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.99299414068293
2510,15.7,Regular,3.961348237720998,Fruits and Vegetables,60.5536,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.1944641648876635
2511,13.3,Low Fat,2.7556738683937474,Frozen Foods,151.3708,OUT046,1997,Small,Tier 1,Supermarket Type1,8.19182287577902
2512,10.395,Low Fat,2.184323478541432,Snack Foods,59.022,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.228537932418202
2513,10.5,Regular,4.305516510000118,Snack Foods,143.7154,OUT035,2004,Small,Tier 2,Supermarket Type1,8.04556866522653
2514,19.35,Low Fat,2.1362001098216723,Snack Foods,224.8088,OUT046,1997,Small,Tier 1,Supermarket Type1,7.607569783458211
2515,14.1,Low Fat,2.705747903424596,Snack Foods,198.9084,OUT013,1987,High,Tier 3,Supermarket Type1,8.468381363012137
2516,8.6,Regular,3.213750606267923,Canned,188.753,OUT046,1997,Small,Tier 1,Supermarket Type1,8.934602680541374
2517,17.1,Low Fat,3.248919783529091,Household,166.4842,OUT045,2002,Small,Tier 2,Supermarket Type1,7.190128484303331
2518,11.94125,Regular,2.5724412225297524,Snack Foods,32.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.5695821166065365
2519,20.5,Low Fat,3.416728253710426,Household,38.9822,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.8896473149327075
2520,15.1,Regular,2.3408079473740324,Meat,134.4942,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.659127593123062
2523,7.905,Low Fat,4.604771565447817,Snack Foods,250.7408,OUT013,1987,High,Tier 3,Supermarket Type1,8.658317405477831
2524,18.0,Low Fat,2.083834793895745,Frozen Foods,118.5124,OUT046,1997,Small,Tier 1,Supermarket Type1,7.172912869249243
2525,7.84,Regular,1.8684469534642842,Canned,50.835,OUT017,2007,Small,Tier 2,Supermarket Type1,6.395628809483099
2526,15.15,Regular,2.709782680979178,Frozen Foods,144.676,OUT017,2007,Small,Tier 2,Supermarket Type1,8.282698458515478
2527,15.2,Regular,1.7504051741648745,Fruits and Vegetables,175.8054,OUT010,1998,Small,Tier 3,Grocery Store,6.957147547564607
2528,19.85,Low Fat,2.918296456253016,Seafood,197.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,8.780101061949328
2529,11.94125,Low Fat,3.3455941932252,Baking Goods,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.69487500121163
2530,7.325,Low Fat,2.3710204663405396,Fruits and Vegetables,91.3146,OUT046,1997,Small,Tier 1,Supermarket Type1,7.403586729883077
2531,5.88,Low Fat,3.691370875127425,Household,148.4392,OUT045,2002,Small,Tier 2,Supermarket Type1,7.643937427629086
2532,10.695,Regular,2.8025652750869607,Breakfast,174.7712,OUT035,2004,Small,Tier 2,Supermarket Type1,8.113622128471544
2533,11.94125,Low Fat,2.6718625445567077,Soft Drinks,106.0938,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.9327349491647325
2534,20.25,LF,3.651458166648733,Household,179.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,7.838093442070043
2535,8.05,Regular,2.540284950146979,Fruits and Vegetables,257.0646,OUT017,2007,Small,Tier 2,Supermarket Type1,9.07801926380473
2536,11.65,Low Fat,3.3857635483701523,Seafood,112.186,OUT035,2004,Small,Tier 2,Supermarket Type1,6.926257060545269
2537,19.35,Low Fat,2.134174133148664,Snack Foods,222.6088,OUT045,2002,Small,Tier 2,Supermarket Type1,7.489786747801828
2538,7.235,Low Fat,2.8452245526798956,Snack Foods,115.8834,OUT035,2004,Small,Tier 2,Supermarket Type1,7.231432290444567
2539,12.15,Low Fat,4.169641354588784,Frozen Foods,209.9928,OUT035,2004,Small,Tier 2,Supermarket Type1,8.5678520846139
2540,8.615,low fat,2.1528536550763535,Fruits and Vegetables,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,7.321649825999829
2541,6.765,Regular,2.438861930906898,Frozen Foods,105.0306,OUT046,1997,Small,Tier 1,Supermarket Type1,7.645212125061087
2542,10.3,Regular,4.498443603824138,Snack Foods,87.254,OUT046,1997,Small,Tier 1,Supermarket Type1,7.099825826229629
2543,13.15,Regular,3.265772142248096,Snack Foods,89.4856,OUT017,2007,Small,Tier 2,Supermarket Type1,7.115093298360417
2544,8.84,Regular,2.569842091386957,Frozen Foods,109.5228,OUT035,2004,Small,Tier 2,Supermarket Type1,7.413272035617541
2546,20.1,Low Fat,2.591184906441296,Dairy,108.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.007806927509376
2548,18.85,Low Fat,1.78627121727252,Household,194.6136,OUT046,1997,Small,Tier 1,Supermarket Type1,7.909045178042327
2549,18.25,Low Fat,2.9128900972825837,Snack Foods,140.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.761188701638533
2550,11.94125,Regular,2.800163582117099,Meat,44.4744,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.64595509539111
2552,8.115,reg,3.4372561757543485,Canned,157.3972,OUT035,2004,Small,Tier 2,Supermarket Type1,7.533461811304489
2553,15.1,Low Fat,2.885263835571485,Household,139.8496,OUT046,1997,Small,Tier 1,Supermarket Type1,7.252405413824846
2554,8.42,Low Fat,2.6455250664050167,Household,215.9192,OUT017,2007,Small,Tier 2,Supermarket Type1,7.571202139287336
2555,9.0,Low Fat,2.501084654851189,Frozen Foods,216.2534,OUT035,2004,Small,Tier 2,Supermarket Type1,8.366618642935435
2556,8.18,Regular,2.492085222195143,Frozen Foods,57.3588,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.8393408116403505
2557,11.94125,Low Fat,4.4912495330713496,Canned,191.4188,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.293748294702063
2558,15.35,Low Fat,4.2652876994562625,Frozen Foods,36.719,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.37315595363104
2559,20.6,Regular,3.0794968036240684,Snack Foods,177.0344,OUT013,1987,High,Tier 3,Supermarket Type1,6.282833315337753
2560,9.3,Low Fat,3.164002841469332,Hard Drinks,124.4388,OUT013,1987,High,Tier 3,Supermarket Type1,7.383930077333526
2562,11.3,Low Fat,2.87485809152821,Baking Goods,247.8118,OUT035,2004,Small,Tier 2,Supermarket Type1,7.706660686102442
2563,11.94125,Low Fat,1.7704610846641382,Snack Foods,124.8704,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.662889353044953
2564,15.3,Regular,2.4680593970770146,Canned,215.5218,OUT035,2004,Small,Tier 2,Supermarket Type1,8.309114148455244
2565,8.235,Low Fat,4.23075126172527,Health and Hygiene,184.495,OUT017,2007,Small,Tier 2,Supermarket Type1,8.254527581548782
2566,15.2,Low Fat,2.388542810732143,Snack Foods,228.5352,OUT046,1997,Small,Tier 1,Supermarket Type1,7.513317245212022
2567,11.94125,low fat,2.661381099081245,Fruits and Vegetables,110.9912,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.178007123770986
2568,9.0,Low Fat,3.2440861258110667,Soft Drinks,37.019,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.490938989287423
2569,9.0,reg,2.983741846894316,Canned,150.9024,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.389875505099702
2570,15.35,Regular,2.1786360838611247,Fruits and Vegetables,190.8504,OUT035,2004,Small,Tier 2,Supermarket Type1,8.200633505461173
2571,11.94125,Regular,2.0074735897368017,Snack Foods,35.0558,OUT019,1985,Small,Tier 1,Grocery Store,3.5250596788831134
2572,20.1,Regular,2.9080106871561116,Fruits and Vegetables,193.382,OUT035,2004,Small,Tier 2,Supermarket Type1,8.354157422497623
2573,10.3,Regular,3.9833500632954704,Snack Foods,87.854,OUT010,1998,Small,Tier 3,Grocery Store,5.55938078528248
2574,12.35,Low Fat,2.3721612202558675,Snack Foods,118.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,7.866060049809189
2575,8.88,Low Fat,2.4423392468995346,Hard Drinks,152.5682,OUT045,2002,Small,Tier 2,Supermarket Type1,7.224180627049247
2576,15.85,Low Fat,1.9885371257428959,Breads,176.437,OUT010,1998,Small,Tier 3,Grocery Store,6.27157616081312
2577,14.1,Low Fat,2.4074670342979596,Canned,140.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.7415797900588545
2578,20.25,Low Fat,4.250895851207152,Household,148.6418,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.881768505572705
2579,16.5,Low Fat,3.332284585381138,Health and Hygiene,93.612,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.368089812824308
2580,13.6,Regular,3.131433905158724,Fruits and Vegetables,156.7946,OUT046,1997,Small,Tier 1,Supermarket Type1,8.196788403223069
2581,11.94125,Regular,2.2203779570785067,Soft Drinks,42.9112,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.6965561086848995
2582,20.35,Low Fat,2.4026240820134968,Snack Foods,119.5466,OUT010,1998,Medium,Tier 3,Grocery Store,4.7693837787326165
2583,7.275,Low Fat,3.5776115693699246,Snack Foods,145.076,OUT035,2004,Small,Tier 2,Supermarket Type1,7.3847568653095195
2584,19.7,Low Fat,3.1765228349197705,Frozen Foods,109.2912,OUT035,2004,Small,Tier 2,Supermarket Type1,7.784142927341302
2585,11.94125,Low Fat,2.306694434785366,Frozen Foods,109.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.348814018301928
2586,11.94125,Low Fat,1.2209859981116964,Frozen Foods,47.106,OUT019,1985,Small,Tier 1,Grocery Store,4.940341576876256
2587,14.15,Low Fat,4.729622235162551,Household,196.811,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.415703618427758
2588,19.0,Low Fat,2.692339389760774,Snack Foods,130.8626,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.361344424684776
2589,11.94125,Low Fat,2.806670417036812,Baking Goods,234.5616,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.824161051743358
2591,6.96,Low Fat,2.5614392321656934,Soft Drinks,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,7.152272301602171
2592,15.35,Low Fat,4.27809633328507,Frozen Foods,62.5168,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.103492386681937
2593,17.1,Low Fat,2.6987400156924823,Household,114.586,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.368089812824308
2594,10.195,Regular,1.9175922863637702,Frozen Foods,142.2838,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.429998829422854
2595,11.94125,Low Fat,3.9828703453792964,Canned,82.9908,OUT019,1985,Small,Tier 1,Grocery Store,6.22127542233832
2596,5.78,Low Fat,2.337838433787149,Breads,162.8552,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.181444724810305
2597,6.385,Low Fat,2.476839485039,Hard Drinks,108.2596,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.078725654189542
2598,11.94125,Low Fat,5.178058465045204,Baking Goods,184.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.05406850390564
2599,9.3,Low Fat,4.133957288202371,Dairy,248.5092,OUT035,2004,Small,Tier 2,Supermarket Type1,8.7755863815948
2600,13.65,Regular,2.025917912339412,Dairy,188.024,OUT010,1998,Small,Tier 3,Grocery Store,6.614318010447928
2601,9.195,LF,2.164007129506223,Frozen Foods,59.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5248780676130975
2602,9.17,Low Fat,2.271678442227014,Baking Goods,141.747,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.008394512009874
2603,12.6,Low Fat,2.878993320540023,Seafood,53.2982,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.601739228241068
2604,14.85,Low Fat,3.9804790567431185,Canned,188.7214,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.283203381525448
2605,19.35,Regular,3.8360382277191545,Fruits and Vegetables,120.5098,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.499781278526823
2607,5.46,Regular,3.434464827528875,Canned,187.624,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.172462628494477
2608,8.785,Low Fat,3.6510938471561976,Fruits and Vegetables,120.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,7.57530892123999
2609,12.6,Low Fat,2.3391707194398488,Snack Foods,210.8612,OUT045,2002,Small,Tier 2,Supermarket Type1,8.115215754306822
2610,8.76,Low Fat,2.9906133177926106,Health and Hygiene,127.3336,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.895251855909992
2611,12.3,Regular,2.843275238562377,Snack Foods,58.7562,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.384455508884973
2612,19.6,Low Fat,3.7325715216897377,Household,103.1964,OUT013,1987,High,Tier 3,Supermarket Type1,6.601739228241068
2613,11.94125,LF,1.2585490994115602,Snack Foods,105.5622,OUT019,1985,Small,Tier 1,Grocery Store,5.355285428938965
2614,8.155,Regular,3.3904922169558733,Frozen Foods,76.2354,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.153835208927344
2615,11.94125,Regular,3.754292853846202,Meat,223.8404,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.882015844441533
2616,7.97,Low Fat,3.362520210431794,Soft Drinks,171.2422,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.04043386575449
2617,18.85,Low Fat,1.9503856863478852,Canned,167.6132,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.327792890513543
2618,11.1,Low Fat,2.199157494217018,Fruits and Vegetables,191.5846,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.650611534716779
2619,9.6,Low Fat,5.004377365838427,Household,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.997034550219935
2620,9.27,Low Fat,2.26896409633691,Dairy,148.105,OUT010,1998,Medium,Tier 3,Grocery Store,5.009334448363208
2621,13.35,Low Fat,3.436394786385945,Meat,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,6.071743688367357
2622,11.3,Regular,2.7072898202650055,Frozen Foods,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1,8.501252368943675
2623,19.0,Low Fat,2.0493805820452766,Snack Foods,107.6622,OUT017,2007,Small,Tier 2,Supermarket Type1,7.06003352117739
2624,12.3,Low Fat,2.193728365214706,Baking Goods,35.6874,OUT045,2002,Small,Tier 2,Supermarket Type1,6.7415797900588545
2625,6.425,Low Fat,4.556639769835969,Canned,118.3808,OUT017,2007,Small,Tier 2,Supermarket Type1,7.941771871544885
2626,11.5,Regular,3.879865495375973,Dairy,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.763353589608416
2627,5.19,Low Fat,3.1538573173800106,Frozen Foods,195.911,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.9882596036008175
2628,12.15,Low Fat,3.830193418252035,Breads,163.5184,OUT013,1987,High,Tier 3,Supermarket Type1,8.05110177149021
2629,15.25,Low Fat,3.624921701589813,Snack Foods,86.6198,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.412870348526379
2630,11.8,Regular,2.235224657205513,Dairy,221.6772,OUT013,1987,High,Tier 3,Supermarket Type1,8.043432368750747
2631,15.7,Regular,3.483917731020652,Snack Foods,253.4724,OUT045,2002,High,Tier 2,Supermarket Type1,7.31988771100643
2632,16.75,Regular,4.804630292286863,Canned,103.5674,OUT046,1997,Small,Tier 1,Supermarket Type1,7.396260689791005
2633,10.8,Regular,3.032019938701051,Baking Goods,42.2138,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.537321254388315
2634,11.8,Regular,2.2345812424270872,Dairy,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,8.400107312689478
2635,11.94125,Low Fat,3.4301734112486755,Meat,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.607194504089975
2636,7.81,Regular,3.380116072228538,Snack Foods,168.7158,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.891275707530353
2637,11.1,Regular,3.3234720770941832,Frozen Foods,177.2712,OUT046,1997,Small,Tier 1,Supermarket Type1,8.113622128471544
